name,location,description,link,price,operation,rooms,bathrooms,construction (m2),terrain (m2),estacionamientos
Venta Departamento Pasaje Santa Fe,"Lomas de Santa Fe, Alvaro Obregón","Excelente Oportunidad en venta, exclusivo departamento en González Camarena Santa Fe, ubicado en el Conjunto Residencial ""Pasaje Santa Fe"", frente a la plaza Garden Santa Fe y la Ibero. Cuenta con; • 4 torres. • 161 mts más 3 terrazas total 180 mts. • 3 recámaras con dos baños completos, medio baño de visitas. • Bodega. • Cuarto de servicio. • Cuarto de lavado. • Cocina integral abierta. • Techos de doble altura. • 3 lugares de estacionamiento. • Elevador. • Seguridad 24 hrs. • Departamento de 2 niveles. • Pet Friendly. • Es exterior. ¡Disfrute de un estilo de vida en el que todos los servicios se encuentran al pie de su residencia! Cafés, restaurantes, bancos, universidades de gran prestigio, entretenimiento y vialidades importantes. ¡Excelente lugar para vivir! Contáctanos para agendar una cita. EasyBroker id: eb-kx3128",/propiedades/venta-departamento-pasaje-santa-fe-64504704.html,"MN 8,400,000",venta,3.0,2.0,180.0,,3.0
Departamento Remodelado en Venta en Olivar de Los Padres - Álv,"Olivar de los Padres, Alvaro Obregón","Aproveche esta oportunidad excepcional para adquirir este espacioso e iluminado departamento exterior completo que consta de: -1 Recámara principal con Ventana Exterior y Walk-in Closet. -2da Recámara con Closet e iluminación natural. -2 Baños completos. - 2 Estacionamientos. -Bodega. Puede vivir tranquilo con la seguridad de 24 hrs con la que cuenta el complejo, salón de Usos Múltiples y para que seas un anfitrión de lujo …un Rooftop con Asador para tus reuniones. no te pierdas esta oportunidad única para asegurar tu futuro. Precio de inversión: $5’500, 000. Llama ahora para programar tu cita! ""Todo pago, depósito y/o cheque en garantía que se emita para realizar el apartado o pago respecto de cualquier inmueble, deberá realizarse única y exclusivamente en las cuentas bancarias de los propietarios. Ninguna inmobiliaria externa podrá recibir en sus cuentas y/o de terceros ningún pago, depósito y o cheque en garantía de ningún tipo. La vigencia de la aceptación de las propuestas tendrán una vigencia únicamente de 10 días naturales”. EasyBroker id: eb-dy5458",/propiedades/departamento-remodelado-en-venta-en-olivar-de-los-59497899.html,"MN 5,500,000",venta,2.0,2.0,114.0,,2.0
"Departamento en Venta Privada del Bosque, Bosque de Las Lomas (Vg)","Bosques de las Lomas, Cuajimalpa de Morelos","Departamento en venta Privada del Bosque, Bosque de las Lomas (vg) Estupendo Departamento, decorado con el mejor gusto y los mejores acabados, en perfecto estado. Son 293 mts. 3 recámaras cada una con su baño y vestidor, 4 estacionamientos, amplia sala y comedor con excelente vista panorámica, cocina integral, despensa, área de servicio y lavandería, family room privado, calefacción en todo el departamento y pisos de madera. Mantenimiento de $7, 500. Amenidades: alberca interior, gimnasio, ludoteca, jardines con juegos, cancha de paddle y valet parking. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/departamento-en-venta-privada-del-bosque-bosque-de-64402665.html,"MN 14,500,000",venta,3.0,3.0,293.0,,4.0
Departamento en Venta Roma Sur Cuauhtemoc,"Roma Sur, Cuauhtémoc","Condominio de 4 niveles con 21 departamentos. Cuenta con una excelente ubicación. A sólo 8 minutos de la Condesa y el Bosque de Chapultepec. -1 Amplia recámara con clóset. -1 baño completo. -Cocina integral. -Área de sala. -Centro de lavado. -Terraza al aire libre. . -Cuenta con cortinas en todo el departamento. -1 cajón de estacionamiento. -Sala, comedor con agradable luz natural. -Excelentes acabados. Amenidades: -Roof Garden. -Seguridad 24/7. -Elevador",/propiedades/departamento-en-venta-roma-sur-cuauhtemoc-63446270.html,"MN 4,157,660",venta,1.0,,66.0,,1.0
Departamento a Estrenar en Venta en Vita Homes | del Valle,"Del Valle Norte, Benito Juárez","Vive como siempre Quisiste en Vita Homes Del Valle con sus Últimos Departamentos en Entrega Inmediata. |Vita del Valle | Es una excelente opción para tí y tu familia donde podrás vivir en un edificio de gran nivel y alta calidad, Además de una ubicación privilegiada en la Colonia del valle. -30 Departamentos en todo el edificio con finos acabados y altura de 2. 90mts. Gozarás de 79mt2 de: -2 Recámaras. -2 Baños completos. -Cocina. -Estancia. -1 Estacionamiento. -Cuarto de Lavado. -Bodega. -Circuito Cerrado. -Vigilancia. -Control de Acceso las 24hrs. -2 Elevadores. notas importantes: -Altura de 2. 90mts. -Puertas y Ventanas Aislantes. -Carpintería Italiana. -Muros de Carga. -Focos Led. -Cocina granito de Importación. -Baños Ahorradores de Agua. -Ventilación e Iluminación Natural. se aceptan todos los créditos. precio: $5, 075, 000. promoción $4, 567, 500. ""Todo pago, depósito y/o cheque en garantía que se emita para realizar el apartado o pago a cuenta de un departamento, deberá realizarse única y exclusivamente en las cuentas de la Empresa vita homes. Ninguna inmobiliaria podrá recibir en sus cuentas y/o de terceros ningún pago, depósito y o cheque en garantía en nombre del desarrollador (Vita Hornes) "". EasyBroker id: eb-kp1937",/propiedades/departamento-a-estrenar-en-venta-en-vita-homes-del-64239645.html,"MN 4,567,500",venta,2.0,2.0,79.0,,1.0
"Venta Departamento ""Sens""","Santa Fe Cuajimalpa, Cuajimalpa de Morelos","-40- magnifico departamento con terraza de 28. 8 M2! &nbsp;Consta de los siguientes espacios: Sala, comedor, cocina a diseño, baño de visitas, 2 recámaras con vestidor y baño, cuarto de lavado, 2 lugares de estacionamiento techado y fijos, terraza privada. Acabados: El piso de mármol en estancia, sala y comedor, baños porcelanatos, paredes lisas&nbsp;Y papel tapiz en algunas paradesSe puede acondicionar el cuarto de servicio. Amenidades: Gimnasio, spa, alberca, carril de nado, cancha de tenis y de paddle tenis, salón de adultos, fiestas, jardín, terraza, ludoteca, área de mascotas, salón de belleza. Mantenimiento $6, 200 M. N. PesosUbicado en el corazón de la zona poniente de la ciudad, a 5 min. De Interlomas, Santa Fe y Bosques de las Lomas, cercano de colegios y centros comerciales y vías de comunicación hacia el Norte y Sur de la Ciudad. conócelo, te va A encantar! (ja) denh25Ver datos MVer datoseb-",/propiedades/venta-departamento-sens-64431035.html,"MN 7,200,000",venta,2.0,2.0,126.0,,2.0
"Polanco, Departamento Th 102 en Obra Gris, a La Venta en Goldsmith 222 (Js/vm)","Polanco IV Sección, Miguel Hidalgo","Polanco, Goldsmith 222, Departamento tipo Town House, desarrollado en 2 plantas, cuenta con 194m, mas una terraza de 29m. Consta de 3 recamaras, 2 con baño y vestidor, la tercera con baño y closet. Distribución: Planta alta: acceso principal, sala, comedor, cocina abierta, medio baño de visitas, área de lavado y cuarto de servicio con baño. Planta Baja: 3 recamaras y closet de blancos. 2 estacionamientos. _____________________________________________________codigo de referencia dapVer datos Las medidas son ilustrativas y deben de corroborarse con los títulos de propiedad respectivos y/o las boletas predial. Los precios publicados y la disponibilidad pueden cambiar sin previo aviso por lo que se debe de verificar con la inmobiliaria y los propietarios de los inmuebles. La publicación de la presente información no representa una oferta pública por lo que toda transacción debe de hacerse de forma personal de acuerdo a las practicas comerciales de la inmobiliaria y para poder ser valida requiere de la autorización expresa de los propietarios de los inmuebles.",/propiedades/polanco-departamento-th-102-en-obra-gris-a-la-venta-64290809.html,"USD 965,876",venta,3.0,3.0,223.0,,2.0
"¡Baja Precio! Residencial La Jolla Torre Esmeralda, Departam","Bosques de las Lomas, Cuajimalpa de Morelos","¡baja precio de $1'650, 000 dolares A $24, 000, 000 pesos! ¡gran oportunidad! Residencial La Jolla torre Esmeralda, estupendo departamento recién remodelado en venta. Cuenta con 430 mts, sala y comedor amplios, cocina integral, 3 recamaras cada una con baño, family/despacho, medio baño de visitas, cuarto de lavado y servicio, seguridad privada, mantenimiento $14, 000., bodega, 3 estacionamientos. Excelentes acabados de lujo y preciosa vista, muy iluminado y bien distribuido. Amenidades: 2 albercas, jardines, gym, cancha de tenis y futbol. EasyBroker id: eb-fy9749",/propiedades/-baja-precio!-residencial-la-jolla-torre-esmeralda-59607690.html,"MN 24,000,000",venta,3.0,3.0,430.0,,3.0
Departamento Cerca del Hospital Ángeles del Pedregal,"Santa Teresa, La Magdalena Contreras","Magnifica ubicación, cerca del Hospital Ángeles del Pedregal, del Centro Comercial Artz. Este maravilloso departamento lleno de luz en planta baja con espacios muy acogedores cuenta con sala, comedor, cocina integral, área de lavandería, tres recámaras la principal con baño y amplio vestidor. La recámara secundaria comparte baño y la tercera está totalmente independiente con su baño, un lugar de estacionamiento, vigilancia 24 hrs, jardín con fuente y área de juegos infantiles. No se pierda la oportunidad de conocerlo. Agenda tu cita al. - 55Ver datos. - 55Ver datos. Aviso de privacidad, así como quejas, sugerencias y más: No incluye el mobiliario mostrado en las fotografías. El precio es más gastos e impuestos de escrituración. EasyBroker id: eb-jz9295",/propiedades/departamento-cerca-del-hospital-angeles-del-pedregal-63655888.html,"MN 3,300,000",venta,3.0,2.0,85.0,,1.0
Moderno Departamento Exterior en 2 Niveles con Los Mejores Acabados de La Zona,"Polanco, Miguel Hidalgo","Ubicado sobre la bella calle de Galileo, a unos pasos de Av Horacio, sólo 12 departamentos distribuidos en 2 torres. Se encuentra en 3er nivel, distribuido en 2 niveles: - 1er nivel de 140 m2, sala comedor amplio con gran ventanal y balcón. - Recámara amplia con baño completo. - Medio baño. - Cocina equipada con gran barra de granito. - Cto de servicio con área de lavado y baño completo. En el nivel de abajo de 61m2 se encuentra gran sala de tv o family y recámara del mismo tamaño con baño completo. Además 2 cajones de estacionamiento independientes para autos grandes y bodega de 4 m2. Todo el departamento tiene piso de ingeniería, porcelanato antiderrapante en cocina y mármol en baños. Interesados contactar en día y horario abierto.",/propiedades/moderno-departamento-exterior-en-2-niveles-con-los-62255408.html,"MN 21,900,000",venta,2.0,3.0,200.0,,2.0
En Este Departamento Tendras Toda La Privacidad Que Estás Bu,"Nápoles, Benito Juárez","Vea por qué en este departamento encontrará esta privacidad en una zona muy ubicada para caminarla y hacernos la vida más fácil. Cuenta con una área social muy cómoda en donde se integran perfectamente bien, sala, comedor y cocina integral abierta con barra. La cereza del departamento es una terraza totalmente privada que se integra con la sala y comedor para hacer carnes asadas, comidas con amigos y en familia. Son tres recámaras, la principal con salida a la terraza, baño y vestidor; dos recámaras secundarias con closet y baño compartido, dos lugares de estacionamientos muy funcionales que no se estorban, vigilancia 24 hrs. Es un departamento interior con mucha luz y muy acogedor. ( 95 m2 habitables mas 34. 35 de terraza). No dudes en llamarnos!! Agenda tu cita al. - 55Ver datos. - 55Ver datos. EasyBroker id: eb-jt3512",/propiedades/en-este-departamento-tendras-toda-la-privacidad-que-63454111.html,"MN 6,490,000",venta,3.0,2.0,129.0,,2.0
"Venta Departamento Bosques de Las Lomas, Royal Reforma Espec","Bosques de las Lomas, Cuajimalpa de Morelos","Espectacular departamento en Venta en exclusivo desarrollo: Royal Reforma. Increible vista, Acabados de super lujo. Remodelado hace 2 años. Son 400m 3 recámaras con vestidor y baño, baño de visitas, oficina, antecomedor, family, dos cuartos de servicio, área de lavado, 4 lugares de estacionamiento y bodega. Cuenta con espectaculares amenidades remodeladas: Alberca techada, alberca al aire libre, Spa, jardines, gym de primera, 2 canchas de tennis, cancha de basket, cancha de futbol, squash, salón de fiestas para 300 personas, salón de usos múltiples, salón de yoga o clases, ludoteca, etc. La cuota de mantenimiento incluye las clases de natación, tennis, box, entrenador en el gym etc. Vigilancia 24 hrs. Excelente inversión!! Opción de pagar a plazos. EasyBroker id: eb-ju6233",/propiedades/venta-departamento-bosques-de-las-lomas-royal-reforma-63494174.html,"USD 1,200,000",venta,3.0,3.0,400.0,,4.0
"Dpto · 103 m&sup2; · 3rec · Carso, Vistas del Bosque · Venta","Periodista, Miguel Hidalgo","Hermoso departamento en el residencial vistas del bosque, carso. Características: · 102. 9m² · 3 recámaras, la principal con baño completo y vestidor. · 2a y 3a recámara con walking closet y baño completo compartido. · Medio baño de visitas. · 2 estacionamientos. · Bodega amplia. · Sala y comedor integrado. · Cocina integral muy bonita. · Área de lavado. · Acabados bonitos. · bonitas amedidades - descritas más abajo. Precio compra: $5, 900, 000 mxn. El residencial cuenta con: - Seguridad 24/7. - Gimnasio amplio. - Alberca con baños. - Areas verdes. - Sala de proyecciones. - Salón de juegos. - Business center. - Salon de usos múltiples. - Salón de actividades. - Acceso con huella digital y seguridad. Servicios cercanos: + supermercardos: Suburbia, Walmart, sams, La Europea, Mercado Lomas de Sotelo, Superama, The green corner, Wendys Kosher, Chedraui, City Market, Bodega Aurrera, etc. + Salud y Hospitales: Hospital Español, Hospital pediátrico Legaria, Clínica médica Polanco, Laboratorios el Chopo, Olarte y Akle, Hospital Ángeles Santa Mónica, Farmacias del Ahorro, Farmacias, Guadalajara, Farmacia Super Nueva, Farmacias similares, etc. + Restaurantes: La casa de Toño, El Bajío, Vapiano, Italiannis, Porfirios, Moshi Moshi, Mesón, La Vicenta, Cerro viento, Los bisquets bisquets de Obregon, El portón, vips, Mcdonalds, Toks, Santa Clara, Carls Junior, Starbucks, etc. + Plazas comerciales: Pericentro, Plaza de la tecnología Pericentro, Plaza Toreo, Carso, Antara, Miyana, Centro comercial hermanos cerdan, etc. + Entretenimiento: Cinepolis, Cinemex, Museo Jumex, Museo Soumaya, Teatro Telcel, Acuario Inbursa, etc. + Deportivo: Smart Fit, Club el Mundet, Centro deportivo Israelita, Deportivo Pericentro, Acqua Sport, Academia de Tenis. , 54D, Fitspin, Siclo, etc. + Tiendas deportivas: Underarmour, Nike, Innovasport, Adidas, etc. + Servicios financieros: bbva, Scotiabank, Inbursa, Citibanamex, Banorte, Santander, Azteca, Intercam, hsbc, etc. + Escuelas, colegios e institutos: Instituto cultural francés, Colegio inglés Durkheim, Escuela Alfredo Bernardo Nobel, Colegio Ciudad de México, Colegio Alemán, Colegio Francisco I. Madero. + Otros servicios: Clínica veterinaria Dr Palma, Hipódromo, Telmex, Liverpool, Parroquias e iglesias, Correos de México, Verificentro, Campo Militar, entre muchos otros. Tenemos otras buenas oportunidades en este residencial de 1, 2 y 3 recámaras, venta o renta, con o sin muebles. Esperamos su llamada para más información",/propiedades/dpto-103-m-sup2--3rec-carso-vistas-del-bosque-59511251.html,"MN 5,980,000",venta,3.0,2.0,103.0,,2.0
